product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
FB County Heavy Hard T-Shirt (3-Pack),fb-county-heavy-hard-t-shirt-3-pack-1730778667243573545.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/300462f6be524e9aaaac5e0ef579e2d3~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,38.58,44470.0,,8.0,3.09,,7,fb county,https://shop.tiktok.com/view/product/1730778667243573545,@themexicandadshop,TheMexicanDad,20440.0,1,@themexicandadshop,1170.0,Adding the FB County Heavy Hard T-Shirt to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"3-Pack Men’s Polo Shirts – Soft Breathable Short Sleeve Polos, Comfortable Casual Fit, Classic Collared Shirts for Work, Golf & Everyday Wear,sohochic",3-pack-men-s-polo-shirts-soft-breathable-1732187493124182310.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/5a0e195ac3da44369da642185e4d5111~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,50.79,15130.0,,10.0,5.08,,8,viligo,https://shop.tiktok.com/view/product/1732187493124182310,@themexicandadshop,TheMexicanDad,20440.0,1,@themexicandadshop,357.0,"Run, do not walk, to grab the 3-Pack Men’s Polo Shirts – Soft Breathable Short. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longline Crewneck T-Shirt,Menswear Casual Tshirt Tops,TikTokShopfalldealsforyou",jmierr-mens-3-pack-cotton-hipster-hip-ho-1729536699344130411.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/369bba50137b406491ad753e93e4e7ce~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,41.16,12050.0,,10.0,4.12,,9,jmierr,https://shop.tiktok.com/view/product/1729536699344130411,@themexicandadshop,TheMexicanDad,20440.0,1,@themexicandadshop,304.0,"If you have been waiting on the JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longli, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Alimens&Gentle Men's Dress Shirts 4-way Stretch Long Sleeve Collared Solid Wedding Dating Button Down Shirts Business Casual Breathable Outfits Menswear,alimens-gentle-men-s-dress-shirts-4-way--1729708526678806867.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/82420509dedc4c6f8ad82c1d42c7c2f4~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,40.31,9610.0,,10.0,4.03,,8,alimensgentle,https://shop.tiktok.com/view/product/1729708526678806867,@themexicandadshop,TheMexicanDad,20440.0,1,"@themexicandadshop, @nolimitaether",240.0,"Trust me, you want the Alimens&Gentle Men's Dress Shirts 4-way Stretch  in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
5098 - Tree Camo Hoodies,5098-tree-camo-hoodies-1731517923786134007.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/96c3929bec724ad1b4879f8734cbaf97~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,60.0,82620.0,,9.0,5.4,,10,youngla,https://shop.tiktok.com/view/product/1731517923786134007,@hudsshop,Hud’s Shop,18740.0,2,"@hudsshop, @johnnybiggio",1380.0,Adding the 5098 - Tree Camo Hoodies to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
340 Wife Lovers - 3 Pack,340-wife-lovers-3-pack-1729483223007793655.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/4a94edcfe21f4465ace7a295a248a220~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,40.59,17170.0,,8.0,3.25,,8,youngla,https://shop.tiktok.com/view/product/1729483223007793655,@hudsshop,Hud’s Shop,18740.0,2,@hudsshop,414.0,Adding the 340 Wife Lovers - 3 Pack to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2127 - Big Patch Sweats,2127-big-patch-sweats-1729964957690008055.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,56.06,11450.0,,9.0,5.05,,7,youngla,https://shop.tiktok.com/view/product/1729964957690008055,@hudsshop,Hud’s Shop,18740.0,2,@hudsshop,202.0,This is your sign to finally grab the 2127 - Big Patch Sweats. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2133 - Tree Camo Baggy Sweats,2133-tree-camo-baggy-sweats-1731513073972384247.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,60.0,8220.0,,9.0,5.4,,9,youngla,https://shop.tiktok.com/view/product/1731513073972384247,@hudsshop,Hud’s Shop,18740.0,2,@hudsshop,137.0,"If you have been waiting on the 2133 - Tree Camo Baggy Sweats, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
5-Pack Men's Waffle-Knit Long Sleeve Crew Neck & Henley Thermal Shirts,5-pack-men-s-waffle-knit-long-sleeve-cre-1729659769703534848.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/024b5a59738f4da2b501399c7d73d248~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,47.51,25380.0,,8.0,3.8,,7,fashion row,https://shop.tiktok.com/view/product/1729659769703534848,@paydenmcdonald,Payden,15340.0,3,@paydenmcdonald,539.0,Stop overthinking the 5-Pack Men's Waffle-Knit Long Sleeve Crew Neck & and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
COOFANDY Men's Long Sleeve Knit Polo - Casual Button Down Golf Shirts for Men Formal Quarter,coofandy-men-s-long-sleeve-knit-polo-cas-1729414198478934025.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/26e0dfe78ad242b49c3d7ffc423566bc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,40.28,21500.0,,10.0,4.03,,8,coofandy,https://shop.tiktok.com/view/product/1729414198478934025,@paydenmcdonald,Payden,15340.0,3,"@paydenmcdonald, @nolimitaether",590.0,The COOFANDY Men's Long Sleeve Knit Polo - Casual Bu everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
