product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
5098 - Tree Camo Hoodies,5098-tree-camo-hoodies-1731517923786134007.jpg,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/96c3929bec724ad1b4879f8734cbaf97~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,60.0,47340.0,,10.0,6.0,,10,youngla,https://shop.tiktok.com/view/product/1731517923786134007,@hudsshop,Hud’s Shop,20270.0,1,@hudsshop,789.0,Stop overthinking the 5098 - Tree Camo Hoodies and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
216 Eternal No Cuff Sweats,216-eternal-no-cuff-sweats-1729434988457267703.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/ed0c7cb11c8f4c5eab5adbf8f93f606d~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,52.0,46120.0,,10.0,5.2,,7,youngla,https://shop.tiktok.com/view/product/1729434988457267703,@hudsshop,Hud’s Shop,20270.0,1,@hudsshop,887.0,Me telling you to grab the 216 Eternal No Cuff Sweats before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
340 Wife Lovers - 3 Pack,340-wife-lovers-3-pack-1729483223007793655.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/4a94edcfe21f4465ace7a295a248a220~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,41.13,17290.0,,10.0,4.11,,8,youngla,https://shop.tiktok.com/view/product/1729483223007793655,@hudsshop,Hud’s Shop,20270.0,1,@hudsshop,416.0,"I am so sorry if you already grabbed an 340 Wife Lovers - 3 Pack, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2133 - Tree Camo Baggy Sweats,2133-tree-camo-baggy-sweats-1731513073972384247.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,60.0,4740.0,,10.0,6.0,,9,youngla,https://shop.tiktok.com/view/product/1731513073972384247,@hudsshop,Hud’s Shop,20270.0,1,@hudsshop,79.0,Do NOT scroll past the 2133 - Tree Camo Baggy Sweats if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2127 - Big Patch Sweats,2127-big-patch-sweats-1729964957690008055.jpg,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,55.78,864.0,,10.0,5.58,,10,youngla,https://shop.tiktok.com/view/product/1729964957690008055,@hudsshop,Hud’s Shop,20270.0,1,@hudsshop,16.0,POV: you found the 2127 - Big Patch Sweats before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Dickies | Men's Loose Fit Double Knee Work Pants, Reinforced Knees, Multi-Pocket Utility Fit, Workwear Street Style",dickies-men-s-loose-fit-double-knee-work-1729504391814747455.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/612a9c9343664dfe92e7176065f634ff~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,41.05,8280.0,,12.0,4.93,,9,dickies,https://shop.tiktok.com/view/product/1729504391814747455,@sully.finds,Sully.Finds,10530.0,2,"@sully.finds, @tylerhennis",224.0,Me telling you to grab the Dickies before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cody James Men's Men&#039;S Wolfstooth Wash Duke Relaxed Bootcut Stretch Denim - Cjsp20j02-Mdw,cody-james-men-s-men-039-s-wolfstooth-wa-1730596386352042214.jpg,https://p16-oec-general.ttcdn-us.com/tos-alisg-i-aphluv4xwc-sg/75e4cbe976a84c1984d1bf9747a3e796~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,60.99,26940.0,,5.0,3.05,,9,Boot-Barn,https://shop.tiktok.com/view/product/1730596386352042214,@tylerhennis,Tyler,10080.0,3,@tylerhennis,432.0,The Cody James Men's Men&#039;S Wolfstooth Wash Duke everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Men's Multi Pack Waffle Knit Pullover Hoodie (S-3XL),men-s-multi-pack-waffle-knit-pullover-ho-1731903520340218112.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/93c7f6b6368d4815a86714456a557c87~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,36.81,11680.0,,10.0,3.68,,9,fashion row,https://shop.tiktok.com/view/product/1731903520340218112,@tylerhennis,Tyler,10080.0,3,@tylerhennis,330.0,"If you have been waiting on the Men's Multi Pack Waffle Knit Pullover Hoodie, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Zaitun Men's Hooded Sweatshirt - Tricolor, Long Sleeve, Slim Fit, Polyester Textured Woven Smart Fabric, Stretchable, Breathable Lightweight Hoodie, Casual Pullover, Quick-On Hood,",zaitun-men-s-hooded-sweatshirt-tricolor--1729493381666017786.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/16856b40aa464437a6a2f6607fdfa3a3~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,41.37,6970.0,,10.0,4.14,,7,zaitun knitwear,https://shop.tiktok.com/view/product/1729493381666017786,@tylerhennis,Tyler,10080.0,3,@tylerhennis,170.0,Adding the Zaitun Men's Hooded Sweatshirt - Tricolor to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
COOFANDY Mens Sport Coat Casual Blazer One Button Business Suit Jacket Classic Menswear Fashion Outfit Vneck Long Sleeve,coofandy-mens-sport-coat-casual-blazer-o-1729430076357382153.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/b612004ff8094ce984c6a9ab44a7c8b4~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,87.34,55780.0,,10.0,8.73,,8,coofandy,https://shop.tiktok.com/view/product/1729430076357382153,@luiseltigree,luiseltigree,9930.0,4,@luiseltigree,719.0,"Run, do not walk, to grab the COOFANDY Mens Sport Coat Casual Blazer One Butto. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
