product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"Dickies | Men's Loose Fit Double Knee Work Pants, Reinforced Knees, Multi-Pocket Utility Fit, Workwear Street Style",dickies-men-s-loose-fit-double-knee-work-1729504391814747455.jpg,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/612a9c9343664dfe92e7176065f634ff~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,42.31,8560.0,,12.0,5.08,,9,dickies,https://shop.tiktok.com/view/product/1729504391814747455,@sully.finds,Sully.Finds,17470.0,1,"@sully.finds, @dealsbyhayden",231.0,Your future self will thank you for grabbing the Dickies today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
COOFANDY Men's Long Sleeve Knit Polo - Casual Button Down Golf Shirts for Men Formal Quarter,coofandy-men-s-long-sleeve-knit-polo-cas-1729414198478934025.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/26e0dfe78ad242b49c3d7ffc423566bc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,38.21,20930.0,,10.0,3.82,,8,coofandy,https://shop.tiktok.com/view/product/1729414198478934025,@paydenmcdonald,Payden,15310.0,2,@paydenmcdonald,583.0,I can not believe how good the COOFANDY Men's Long Sleeve Knit Polo - Casual Bu is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
5-Pack Men's Waffle-Knit Long Sleeve Crew Neck & Henley Thermal Shirts,5-pack-men-s-waffle-knit-long-sleeve-cre-1729659769703534848.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/024b5a59738f4da2b501399c7d73d248~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,45.22,18970.0,,8.0,3.62,,8,fashion row,https://shop.tiktok.com/view/product/1729659769703534848,@paydenmcdonald,Payden,15310.0,2,@paydenmcdonald,407.0,Your future self will thank you for grabbing the 5-Pack Men's Waffle-Knit Long Sleeve Crew Neck & today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
5098 - Tree Camo Hoodies,5098-tree-camo-hoodies-1731517923786134007.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/96c3929bec724ad1b4879f8734cbaf97~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,60.0,69600.0,,9.0,5.4,,10,youngla,https://shop.tiktok.com/view/product/1731517923786134007,@hudsshop,Hud’s Shop,15310.0,3,@hudsshop,1160.0,The 5098 - Tree Camo Hoodies everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
216 Eternal No Cuff Sweats,216-eternal-no-cuff-sweats-1729434988457267703.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/ed0c7cb11c8f4c5eab5adbf8f93f606d~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,52.0,46380.0,,9.0,4.68,,7,youngla,https://shop.tiktok.com/view/product/1729434988457267703,@hudsshop,Hud’s Shop,15310.0,3,@hudsshop,892.0,"I am so sorry if you already grabbed an 216 Eternal No Cuff Sweats, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
340 Wife Lovers - 3 Pack,340-wife-lovers-3-pack-1729483223007793655.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/4a94edcfe21f4465ace7a295a248a220~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,41.24,17960.0,,8.0,3.3,,8,youngla,https://shop.tiktok.com/view/product/1729483223007793655,@hudsshop,Hud’s Shop,15310.0,3,@hudsshop,432.0,The 340 Wife Lovers - 3 Pack everyone has been asking me about is finally back. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2127 - Big Patch Sweats,2127-big-patch-sweats-1729964957690008055.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,56.06,9190.0,,9.0,5.05,,10,youngla,https://shop.tiktok.com/view/product/1729964957690008055,@hudsshop,Hud’s Shop,15310.0,3,@hudsshop,160.0,POV: you found the 2127 - Big Patch Sweats before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2133 - Tree Camo Baggy Sweats,2133-tree-camo-baggy-sweats-1731513073972384247.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,60.0,7020.0,,9.0,5.4,,9,youngla,https://shop.tiktok.com/view/product/1731513073972384247,@hudsshop,Hud’s Shop,15310.0,3,@hudsshop,117.0,Stop overthinking the 2133 - Tree Camo Baggy Sweats and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
FB County Heavy Hard T-Shirt (3-Pack),fb-county-heavy-hard-t-shirt-3-pack-1730778667243573545.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/300462f6be524e9aaaac5e0ef579e2d3~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,38.58,44500.0,,8.0,3.09,,7,fb county,https://shop.tiktok.com/view/product/1730778667243573545,@themexicandadshop,TheMexicanDad,14430.0,4,@themexicandadshop,1170.0,"Run, do not walk, to grab the FB County Heavy Hard T-Shirt. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"3-Pack Men’s Polo Shirts – Soft Breathable Short Sleeve Polos, Comfortable Casual Fit, Classic Collared Shirts for Work, Golf & Everyday Wear,sohochic",3-pack-men-s-polo-shirts-soft-breathable-1732187493124182310.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/5a0e195ac3da44369da642185e4d5111~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,47.92,17050.0,,10.0,4.79,,8,viligo,https://shop.tiktok.com/view/product/1732187493124182310,@themexicandadshop,TheMexicanDad,14430.0,4,@themexicandadshop,404.0,"Run, do not walk, to grab the 3-Pack Men’s Polo Shirts – Soft Breathable Short. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
