product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,source_creator,source_creator_name,source_creator_revenue,source_creator_rank,source_creators_all,creator_item_sold,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
"3-Pack Men’s Polo Shirts – Soft Breathable Short Sleeve Polos, Comfortable Casual Fit, Classic Collared Shirts for Work, Golf & Everyday Wear,sohochic",3-pack-men-s-polo-shirts-soft-breathable-1732187493124182310.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/5a0e195ac3da44369da642185e4d5111~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,49.88,13650.0,,10.0,4.99,,8,viligo,https://shop.tiktok.com/view/product/1732187493124182310,@themexicandadshop,TheMexicanDad,14180.0,1,@themexicandadshop,320.0,The 3-Pack Men’s Polo Shirts – Soft Breathable Short is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longline Crewneck T-Shirt,Menswear Casual Tshirt Tops,TikTokShopfalldealsforyou",jmierr-mens-3-pack-cotton-hipster-hip-ho-1729536699344130411.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/369bba50137b406491ad753e93e4e7ce~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,41.08,11130.0,,10.0,4.11,,9,jmierr,https://shop.tiktok.com/view/product/1729536699344130411,@themexicandadshop,TheMexicanDad,14180.0,1,@themexicandadshop,281.0,This is your sign to finally grab the JMIERR Mens 3 Pack Cotton Hipster Hip Hop Longli. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Alimens&Gentle Men's Dress Shirts 4-way Stretch Long Sleeve Collared Solid Wedding Dating Button Down Shirts Business Casual Breathable Outfits Menswear,alimens-gentle-men-s-dress-shirts-4-way--1729708526678806867.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/82420509dedc4c6f8ad82c1d42c7c2f4~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,39.84,11010.0,,10.0,3.98,,8,alimensgentle,https://shop.tiktok.com/view/product/1729708526678806867,@themexicandadshop,TheMexicanDad,14180.0,1,"@themexicandadshop, @nolimitaether",276.0,"I am so sorry if you already grabbed an Alimens&Gentle Men's Dress Shirts 4-way Stretch , because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
5098 - Tree Camo Hoodies,5098-tree-camo-hoodies-1731517923786134007.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/96c3929bec724ad1b4879f8734cbaf97~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,59.3,91040.0,,9.0,5.34,,10,youngla,https://shop.tiktok.com/view/product/1731517923786134007,@hudsshop,Hud’s Shop,13070.0,2,@hudsshop,1530.0,The 5098 - Tree Camo Hoodies is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
340 Wife Lovers - 3 Pack,340-wife-lovers-3-pack-1729483223007793655.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/4a94edcfe21f4465ace7a295a248a220~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,39.71,16980.0,,8.0,3.18,,8,youngla,https://shop.tiktok.com/view/product/1729483223007793655,@hudsshop,Hud’s Shop,13070.0,2,@hudsshop,412.0,Your future self will thank you for grabbing the 340 Wife Lovers - 3 Pack today. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2127 - Big Patch Sweats,2127-big-patch-sweats-1729964957690008055.jpg,https://p19-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,56.32,13180.0,,9.0,5.07,,7,youngla,https://shop.tiktok.com/view/product/1729964957690008055,@hudsshop,Hud’s Shop,13070.0,2,@hudsshop,234.0,"Trust me, you want the 2127 - Big Patch Sweats in your cart today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
2133 - Tree Camo Baggy Sweats,2133-tree-camo-baggy-sweats-1731513073972384247.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/29f0cc2ff26e414abcc038d0d34ffecc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,59.14,9350.0,,9.0,5.32,,9,youngla,https://shop.tiktok.com/view/product/1731513073972384247,@hudsshop,Hud’s Shop,13070.0,2,@hudsshop,158.0,The 2133 - Tree Camo Baggy Sweats is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Royaura Men's Fitted Super Stretchy Button Dress Shirt - Quick-Drying, Breathable, Anti-Wrinkle, Long-Sleeved Muscle Slim Top (Black, Beige Fabric) - Business Casual Workwear, Fath",royaura-men-s-fitted-super-stretchy-butt-1729403090684514355.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/4c5489438391441a94943467685c55de~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,39.52,56470.0,,9.0,3.56,,7,alimensgentle,https://shop.tiktok.com/view/product/1729403090684514355,@nolimitaether,nolimitaether,11300.0,3,@nolimitaether,1420.0,"Run, do not walk, to grab the Royaura Men's Fitted Super Stretchy Button Dress. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
COOFANDY Men's Long Sleeve Knit Polo - Casual Button Down Golf Shirts for Men Formal Quarter,coofandy-men-s-long-sleeve-knit-polo-cas-1729414198478934025.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/26e0dfe78ad242b49c3d7ffc423566bc~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,36.21,6370.0,,10.0,3.62,,8,coofandy,https://shop.tiktok.com/view/product/1729414198478934025,@nolimitaether,nolimitaether,11300.0,3,"@nolimitaether, @paydenmcdonald",168.0,The COOFANDY Men's Long Sleeve Knit Polo - Casual Bu is about to be everywhere. Get it first. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Coofandy Fall Outfits Men's Knitted Ribbed Turtleneck/High Neck Slim Fit Basic Sweater - Best Choice in Winter Casual Fabric Knitwear Menswear Soft Jacket Jeans Long Outdoor Pullov,coofandy-fall-outfits-men-s-knitted-ribb-1729399393141362697.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/d8985d561997498caf944a406510fbce~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,35.24,3300.0,,10.0,3.52,,9,coofandy,https://shop.tiktok.com/view/product/1729399393141362697,@nolimitaether,nolimitaether,11300.0,3,@nolimitaether,90.0,Consider this your reminder to grab the Coofandy Fall Outfits Men's Knitted Ribbed Turtl you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
5 Pack Mens Tech Fleece Performance Sweatpants with Open Bottom (Sizes S-3XL),5-pack-mens-tech-fleece-performance-swea-1732480859592167680.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/efe3440ec9124b7d8e3b87cf2cf83b0f~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,46.85,13170.0,,9.0,4.22,,10,fashion row,https://shop.tiktok.com/view/product/1732480859592167680,@chase.d.tts,Stylin 007,11110.0,4,@chase.d.tts,276.0,Consider this your reminder to grab the 5 Pack Mens Tech Fleece Performance Sweatpants w you keep eyeing. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
4-Pack Men's Joggers with Zipper Pockets Lightweight Cuffed Stretch Sweatpants Athleisure Outfit Big Guy Pants Athletic Workout Running Gym Fit for Spring & Summer Fashion,4-pack-men-s-joggers-with-zipper-pockets-1730805819608699219.jpg,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/b5db16f764614ce1a23cd56d98ad6b64~tplv-fhlh96nyum-origin-jpeg.jpeg?dr=12178&t=555f072d&ps=933b5bde&shp=a3510d86&shcp=6ce186a1&idc=useast5&from=2739998086,45.25,8840.0,,10.0,4.53,,7,alimensgentle,https://shop.tiktok.com/view/product/1730805819608699219,@chase.d.tts,Stylin 007,11110.0,4,@chase.d.tts,205.0,"I am so sorry if you already grabbed an 4-Pack Men's Joggers with Zipper Pockets Lightwe, because the discount is huge today. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
