product,image_file,image_url,avg_price,revenue_7d,growth_pct,commission_pct,per_sale_$,creators,ads_top10,shop,tiktok_link,caption,scene_prompt,scan_status,cut_reason,cut_tiktok_link,market,currency
Grey “Rhinestone” Hoodie,grey-rhinestone-hoodie-1730672521932345769.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/e7cd395b1a9d46d9bd9dc3e1c76fd5db.png,100.0,1300.0,90.4,20.0,20.0,9.0,10,,https://shop.tiktok.com/view/product/1730672521932345769,"Run, do not walk, to grab the Grey “Rhinestone” Hoodie. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Aelfric Eden Men's 2-Piece Matching Sets - Boxy Graphic Zip-Up Hoodie & Drawstring Waist Baggy Sweatpants, Streetwear Embroidered Outfit",aelfric-eden-men-s-2-piece-matching-sets-1732506924362535522.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/f34dd2504c19420eb40d362338642b95.png,94.0,4700.0,96.3,10.0,9.4,87.0,9,,https://shop.tiktok.com/view/product/1732506924362535522,I can not believe how good the Aelfric Eden Men's 2-Piece Matching Sets - Boxy  is for the price. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"Legendary Whitetails Maplewood Plaid Hooded Shirt Jacket - Men's Long Sleeve Insulated Flannel, Button-Up Layer with Quilted Insulated Linings, Pockets, Embroid",legendary-whitetails-maplewood-plaid-hoo-1730935335149998389.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/20cb58d525df4b6eb2b50decf0b88368.png,89.0,1690.0,61.4,10.0,8.9,22.0,10,,https://shop.tiktok.com/view/product/1730935335149998389,Do NOT scroll past the Legendary Whitetails Maplewood Plaid Hooded Shir if it has been sitting in your cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
"PSD Mens Essentials Boxer Brief 6 Pack - Standard Length 7 Inch Inseam, Soft and Breathable Cotton Fabric",psd-mens-essentials-boxer-brief-6-pack-s-1729482146874890047.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/3b599d1c29cd40428032d78e4c10536e.png,80.0,1360.0,60.6,10.0,8.0,16.0,8,,https://shop.tiktok.com/view/product/1729482146874890047,POV: you found the PSD Mens Essentials Boxer Brief 6 Pack - Standar before everyone else did. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
mnml Skinny Waxed Denim - Black,mnml-skinny-waxed-denim-black-1732230773693976958.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/570b734611b94ccbae94de2f05258ab8.png,70.0,2450.0,49.7,10.0,7.0,15.0,7,,https://shop.tiktok.com/view/product/1732230773693976958,This is your sign to finally grab the mnml Skinny Waxed Denim - Black. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Cody James Men's Men&#039;S Cayanne Wash Duke Relaxed Bootcut Stretch Denim - Cjfa25j09-Dkw,cody-james-men-s-men-039-s-cayanne-wash--1731483880055869670.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/c45b847c31a34020a0a41fd65266e738.png,70.0,1260.0,74.4,10.0,7.0,14.0,7,,https://shop.tiktok.com/view/product/1731483880055869670,Stop overthinking the Cody James Men's Men&#039;S Cayanne Wash Duke Re and just tap the cart. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
Loiter Solar Zip Hoodie Blue,loiter-solar-zip-hoodie-blue-1730962377479393638.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/55e0488dd8094d718916849c37da3e36.png,70.0,1190.0,61.7,10.0,7.0,18.0,10,,https://shop.tiktok.com/view/product/1730962377479393638,Me telling you to grab the Loiter Solar Zip Hoodie Blue before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
FB County Rhinestone Tatted Up Sweatpant Casual Beach Pants Casual Loose Fit,fb-county-rhinestone-tatted-up-sweatpant-1732287472531312937.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast8-i-rt0ujvrtvp-tx2/bfdd5b9ee7c84775a247522674892ff0.png,69.0,2000.0,237.2,10.0,6.9,24.0,7,,https://shop.tiktok.com/view/product/1732287472531312937,Adding the FB County Rhinestone Tatted Up Sweatpant Casual  to my cart before I change my mind. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
mnml Super Flare Denim,mnml-super-flare-denim-1731863541324419454.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/e09772208a2a46d9a23f859cf43b825e.png,66.0,4690.0,57.2,12.0,7.92,47.0,7,,https://shop.tiktok.com/view/product/1731863541324419454,Me telling you to grab the mnml Super Flare Denim before it sells out again. 😱😭,"put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
mnml Super Stacked Denim,mnml-super-stacked-denim-1732211017691664766.jpg,https://img.kalocdn.com/tiktok.product.images/tos-useast5-i-omjb5zjo8w-tx/68320152880c4f85aa0feb062e7d2068.png,62.0,1490.0,86.1,10.0,6.2,27.0,7,,https://shop.tiktok.com/view/product/1732211017691664766,"If you have been waiting on the mnml Super Stacked Denim, now is the time. 😱😭","put the product from the image on a clean modern surface that fits the product, natural lighting",PASSED,,,US,USD
